content;score;value;target
Enak banget sih pake apk gojek , apalagi go food nya banyak voucher diskon . Cuma kekurangan nya sering ngebug aja .;4;POSITIF;1
Tarifnya sekarang agak mahal ya, udah gitu jarang dapet promo lagi padahal saya sering pake aplikasi ini. Kalau belanja di Alfa gift pake pembayaran gopay sekarang jg sering ga dapet diskon. Padahal ada promonya dan udah di ikuti S&K nya. Saya kasih 4bintang dulu ya.;4;POSITIF;1
Go tix nya tidak bisa dibuka per tanggal 20 Juli. Kenapa ya? Saya mau beli tiket nonton jadi gak bisa. Udah update terbaru màsih saja ada tulisan server sedang bermasalah;4;POSITIF;1
Sebetulnya sy suka dg gojek, tapi komunikasi via call dg driver susah, harus pake pulsa, ga kaya aplikasi tetangga sebelah, bisa tlp gratis. Jadi sy kasing bintang 4 aja dulu. Kalo udah diperbaiki sistemnya nanti sy kasih bintang 5;4;POSITIF;1
aplikasi sangat membantu. Satu hal yg kadang mengganggu adalah kl driver hanya mau berpatokan pada titik antar tanpa mau susah sedikit baca alamat krn terkadang titik suka geser sendiri;4;POSITIF;1
Untuk aplikasinya sih sudah ok, hanya saja lebih selektif dlm memilih driver. Pengalaman pribadi saya driver gocar di chat tidak dibalas, seperti tdk butuh orderan. Klo tdk bisa antar seharusnya dibalas chatnya. Jangan diem diem baeeee...;4;POSITIF;1
Go food nya suka error, g bisa pesan. Tapi yg lainnya lumayan membantu. Makin kesini biaya tambahannya jadi makin banyak, promo makin dikit ??;4;POSITIF;1
Bagus sih,, Tapi saat driver minta di cancel, prosesnya lambat sekali,, alhasil pernah kejadian di datangi driver lain sekali 3, geramnya minta ampun, gk mungkin kan bayarin tiga2nya,, mana marah2 lagi gojek nya, alhasil uninstal apk gojek, tapi download lagi, semoga kedepannya tidak kejadian seperti itu lagi, tolong dipercepat prosesnya;4;POSITIF;1
So far bagus, cuman mohon di tinjau ulang karena beberapa kali pesan grabcar dan dapet transmover pengemudi beberapa kali cancel atau terkadang lokasinya justru semakin jauh dan juga pernah sudah ditunggu cukup lama trus dicancel. Mohon sekali untuk ditinjau kembali karena kalau sudah nunggu dan di cancel membuang waktu konsumen. Thanks;4;POSITIF;1
Wah keren Saling menguntungkan, Dengan kata lain bagai cermin,apa yang kita liat adalah real ,tersenyum di cermin pun senyum, cemberut di cerminpun cemberut.;4;POSITIF;1
"Sebenernya aplikasi nya bagus lengkap tapi pas saya mau pesen tiket bioskop di gotix ga bisa kenapa ya tulisannya ""server sedang bermasalah"" gitu mohon diperbaiki ya terima kasih????";4;POSITIF;1
kadang susah cari drivernya... Sering ditolak, di wilayah tertentu, padahal kita lagi butuh banget...?? Kadang terlalu mahal di Bekasi...;4;POSITIF;1
Semua bagus, tapi kenapa pas Saya mau pesan tiket di GOTIX malah tidak bisa di aplikasinya langsung? Sedangkan di webnya baik-baik saja tuh, kenapa ya?;4;POSITIF;1
Saya customer gojek udah lama bgt, tapi baru kali ini tiap buka aplikasi gojek selalu ada foto-foto sticker gojek yg masuk ke galeri. Saya sampe reset hp ke setelan pabrik tapi tetap aja. Entah ini hp saya atau aplikasinya. Sementara saya turunin dulu bintangnya ya ??;4;POSITIF;1
Tolong donk ini gak ada layanan live chat gitu? Trus aku harus gimana ngadunya ini? Diskon promo gak sesuai dengan saat CO.. Udah sebulan kaya gini. Udh update versi terbaru jg ttep aja.;4;POSITIF;1
Saya suka pakai aplikasi gojek/gocard...tpi tolong dong di perbaiki lagi untuk titik jemputnya...tidak bisa di posisi lokasi berada...malah ke lokasi yg gak dikenal(ngelayap kmna2);4;POSITIF;1
kalo mau pesan gotix kenapa ngga bisa ya, tulisannya server sedang bermasalah terus;4;POSITIF;1
Oolalaaa.. Tau aja gua sering transaksi gofood ma gomart, sehingga harta karun yang gua dapet seputar diskon nginep di hotel ma diskon tiket pesawat yang gak bisa gua manfaatin. Jadi laper lagi ni perut.;4;POSITIF;1
Udah bagus tapi lebih di perbaiki lagi pas lagi pemilihan lokasi pakai peta,kadang kurang akurat.;4;POSITIF;1
Kenapa kalau sdh ksh bintang dan tip suka muncul lagi ya seolah blm kasih bintang dan tip. Beberapa kali sampe ngeh perasaan ini udh dikasih tip kmrn, beberapa kali sampe double.;4;POSITIF;1
Kl pesan suka lama datangnya dan kadang ojek nanya lagi sesuai kaplikasi atau tidak jelas2 kita sdh bikin alamat yg lengkap masih aja suka lama... Kadang drivernya pakai nanya kita mau kemana bu padahal dikaplikasi sdh jelas kita mau pesan yg sesuai apa yg kita tuju;4;POSITIF;1
Aplikasi dah ok, harga juga oke, cuma sering driver cancel tanpa ada konfirmasi padahal kalau customer yg cancel ada komfirmasi dulu. Ini sdh nunggu lama kok gak dateng2 pas liat aplikasi ternyata dicancel sama drivernya;4;POSITIF;1
Aplikasi pembatalan ribet dan berbelit-belit, kalau kasus resto tutup atau habis atau lain-lain yg tidak bisa dilakukan di resto tersebut mestinya ada pengecualian, kasihan driver gojek nggak bisa narik karena pembatalan yang ribet dan berbelit;4;POSITIF;1
Untuk smua fitur bagus dari segi pemesanan ,driver ,dll.cuma kalau saya mau top up melalui bca digital kok susah ya .tlg dipermudah lagi untuk virtual account nya;4;POSITIF;1
Tolong tim gojek untuk kali ini mitranya lebih dididik untuk lebih customer focus ya. Pertama, jngan suka asal cancel/nge-GANTUNG-in customer kalau lagi jam sibuk, mending kalau mau non aktif, non aktif dlu aja. Yg kedua untuk pengetahuan driver tentang maps tolong ditingkatkan agar tidak membuang waktu mencari titik. Thank you;4;POSITIF;1
"aplikasinya mudah digunakan, tapi terkadang kenapa dijam"" tertentu ongkir / tarifnya tidak normal, klo untuk drivernya gpp, tpi setelah di tanyakan pada drivernya tidak sepadan dgn biaya yg saya keluarkan, tolong yg adil sama drivernya, mereka juga pekerja yg patut dihargai hasil kerjanya.";4;POSITIF;1
"Tiba"" Apk gojek saya loading terus, sampek saya update 2 kali juga tetap ga bisa di gunain. Tolong dong responnya dan bantuannya";4;POSITIF;1
kan di store ada tulisan promo diskon tuh, tapi pas bayar menggunakan gopay tidak ada promonya, tapi gapapa kok tetep jadi alat pembayaran fav ??;4;POSITIF;1
Saya kasih bintang 4 dulu soal nya klo mau mesen gojek sangat lama, trus suka di tulis tidak ada sambungan internet padahal saya sudah nyalain data dan juga notifikasi apk lain juga masih muncul, jikalau pun kuota saya udh habis pasti ada notifikasi nya ini gk ada kok!!, memo nya saya juga gk penuh tolong di benerin dong;4;POSITIF;1
Percuma ada promo potongan sampai besar dgn minimal belanja sekian rupiah. Pas sdh pas mininal pembelian, promo nya tetep gbisa kepake ??;4;POSITIF;1
Kekurangan gojek cuma satu, pelit kasih limit kredit gopay later.. dari dulu pakai gopay buat transaksi di tokopedia, limit cuma 100rb, padahal spay later bisa kasih limit puluhan juta. Ini aplikasi anak negeri, masa kalah sama layanan dompet digital dari luar. Jadi kesannya tidak percaya sama rakyat sendiri padahal sama² daftar pake KTP. Tapi layanan gojek yg lain cukup memuaskan saya.;4;POSITIF;1
Go-Pay aman. Komunikasi dengan sopir GoJek lancar (selama sinyal masih lancar). Sungguh praktis aplikasi ini. Namun, setelah memesan makanan, order secara otomatis tidak bisa dibatalkan, walaupun diorder secara tidak sengaja.;4;POSITIF;1
Tolong untuk fitur chat ke restoran ditambahkan bisa dari pelanggan dulu tidak harus resto yang chat pelanggan duluan baru bisa membalas pesan resto. Terkadang pelanggan butuh chat resto duluan terima kasih;4;POSITIF;1
ini tolong banget buat gojek, diperbaiki notifnya diperbaiki viturnyaa! masa saya pesen makanan tulisan nya makanan masih disiapin tapi driver udah dijalan aja! terus jalurnya ga keliatan jadi kita gabisa mantau berapa lama lagi driver bakal sampe ke kita! kadang driver udah deket baru notifnya masuk! jadi saya harus sering bolak balik cek driver! diperbaiki ya gojek!;4;POSITIF;1
Bagus, tapi mungkin boleh ditingkatkan lagi peforma aplikasinya kedepannya ya. Terimakasih gojek selalu memudahkan saya sehari-sehari.;4;POSITIF;1
Maaf aplikasi gojek. Tolong diskon yang otomatis itu bisa dipilih atau tidak otomatis. Jadi kesal saja gitu kepilih otomatisnya yang diskonnya kecil bukannya besar;4;POSITIF;1
Alhamdulillah aplikasi sangat membantu dan lebih praktis semua lebih hemat di gojek online .terimakasih semoga sukses terus sllu mudah dlm bertransaksi..;4;POSITIF;1
Pernah ketemu driver yg sgt terpaku pd point dan tdk lihat keterangan sljtnya. Kdg point di luar komplek, kebetulan saya memang di pinggir jd ke kampung belakang. Driver yg tangkas biasanya sadar dgn keterangan tambahan. Tp ada jg yg malas baca, biasanya yg sdh sepuh kebetulan jg Mitra GO-JEK. Secara umum ramah sih;4;POSITIF;1
Ada yang positif dari gojek dan juga ada yang negatifnya..tergantung diri kita masing masing menggunakan dengan bijak.Sisi Positifnya Aplikasi ini dapat membuka Laker yang berkesinambungan..namun sisi negatifnya juga ada;4;POSITIF;1
Kak akun teman saya ke log out tidak bisa masuk lagi karna nomor hp sudah tidak aktif dan digojek masih ada saldonya bagaimana cara masuk kegojek lagi kalau setiap mau verivikasi nomor hp baru selalau gagal apanya ya yang salah;4;POSITIF;1
Ngga bisa hapus keranjang, jadi tidak bisa lanjut order,...tolong di fix... Tadi sudah dilakukan clear cache dll, tapi hasilnya masih sama;4;POSITIF;1
Voucher terlalu sedikit dan, klo bisa buat opsi pemakaian voucher tolong di manualisasikan, karna saya tidak bisa memakai voucher yg saya ingin pakai, padahal saya sudah mengikuti syarat dan ketentuan penggunaan voucher;4;POSITIF;1
"sy pengguna aplikasi ini sudah sejak lama dan menurut sy aplikasi ini sangat membantu sy, tapi terkadang ad beberapa driver yg agak kurang sopan tapi CS nya sangat sigap dalam menyikapi laporan"" ketidak nyamanan konsumen semoga kedepannya bisa lebih baik lagi";4;POSITIF;1
sekarang jarang ada promo, yg muncul promonya terbatas jadi ngga bisa di pakai. dulu kalau pakai gopay juga murah harganya sekarang ko lebih murah kalau bayar tunai;4;POSITIF;1
"Sering"" adain promo donk.Dan promonya yang beneran .Terutama untuk Gofood.Jangan dapat discount tapi ongkir & biaya lainnya di naikin .Sama juga gak .";4;POSITIF;1
"Sangat membantu saya dalam ber mobilisasi yg notabene tidak memiliki kendaraan tetap. Tapi tolong untuk gofood nya jgn mahal"" Plis masa iya udah kena adm + ongkir makanan yg tadinya 10k + adm + ongkir bisa 25k sendiri.";4;POSITIF;1
kak tolong yaa, ini servernya bermasalah terus saat saya membeli tiket di gotix, saya udah hapus cache ga ada hasil jugaa, saya sudah update ga ada hasil juga kak.;4;POSITIF;1
seperti nya ada bug di alamat favorit gosend. alamat favorit dimenu akun tidak sesuai di menu gosend. semoga bisa segera diperbaiki;4;POSITIF;1
Tolong di perbaiki bug nya, ketika pesen, di apps nya masih mencari, tapi driver sudah dapet dan confirm, dan lalu, ketika mengantarkan barang (gosend) titik penyerahan berbeda dengan yang seharusnya, kasian drivernya, tolong diperhatikan kembali;4;POSITIF;1
Kalau customer cancel order kadang memang dapatnya jauh jd driver nya minta cancel tapi kenapa akun customer jd ikutan dibanned? Tolong diperbaiki sistemnya.;4;POSITIF;1
Aplikasinya sudah bagus.. Tolong ditambah tempat top up saldo gopay dong.. Alfamart sering gangguan kata kasirnya.. Sementara gojek belum masuk ke kota kami.. Gopay-nya yang saya pakai buat belanja di Tokopedia..;4;POSITIF;1
Sering lokasi jemput tidak akurat, padahal sudah di tandai titik di peta dengan zoom supaya akurat;4;POSITIF;1
kenapa ya setiap saya mau buka aplikasinya selalu forceclose? padahal udh hapus data,uninstal ulang tetep ga bisa kebuka, langsung close sendiri.. padahal spesifikasi hp ram 8/258gb;4;POSITIF;1
Selama gunakan gojek, baik baik saja tidak ada kendala. Tapi per tanggal 18/08/2022 kemarin sampai sekarang, untuk promo gofood nya hanya bisa digunakan satu promo per transaksi, yang biasanya bisa di gunakan 2 promo sekali transaksi. Mohon di kembalikan ke peraturan awal lagi dong gofood untuk promo gofood nya. Terimakasih;4;POSITIF;1
setiap order gofood, selalu aja dapat driver yg jauh, padahal di sekeliling restonya banyak banget driver nganggur, kalo gini mh buang buang waktu untuk customer, dan buang buang bensin untuk driver. tidak efisien, waktu dan tenaga.;4;POSITIF;1
Sayang banget promonya udah ga bisa double ??, aplikasinya udah cukup ok, cuma varian restonya masih terbatas di kota saya, padahal apk sebelah lebih lebih banyak pilihan restonya;4;POSITIF;1
Tolong adain fitur pembeli chat ke penjual sebelum order di gofood dong. Kadang apa yang menu sediakan itu ga sesuai sm stok nya trus kadang ada menu yang ga update gitu di stok nya kosong pas ke outlet nya ready, kan kesel jadinya mau delivery malah jadi beli sendiri;4;POSITIF;1
Suka si sama aplikasi ini cmn kadang klo mau pakek voucher suka ga bisa menu voucher jg kadang ga ada di menu pas mau pesan;4;POSITIF;1
Sekarang mau pesen gofood, knp promo resto dan promo voucher yg biasanya 2dua nya bisa dipakai , skrng knp hrs pilih salah satu, klo kaya gini MH sama aja ngg promo;4;POSITIF;1
"Sebelumnya promo gofood dari resto terpasang otomatis min.. kenapa skrg enggak ya? Klo dulu bisa pake dua""nya promo dri resto dan promo dari gofoodnya jadi potongan harganya lebih ngena.. klo skrg cuma bisa pake 1 promo aja dan disuruh milih.. jadinya ya kaya nggak kediskon.. tolong dong balikin kaya dlu lagi min.. bagi anak kampus promo"" kaya gtu berguna banget.. makasih";4;POSITIF;1
Kenapa sekarang promonya jadi ndak otomatis mesti dipilih dulu padahal enak yang dulu bisa dapet double promo;4;POSITIF;1
Kenapa saya ga pernah berhasi order gofood? Respondnya selalu aerver kami lagi sibuk. Alhasil sdh lama saya ga pernah top up gopay lagi;4;POSITIF;1
Saya ga bisa masuk terus karena harus buat pin gopay sedangkan no hp saya sudah tidak aktif jadi saya tidak menerima kode nya agar memudahkan customer saran saya kodenya juga harus bisa di kirim lewat WA juga?;4;POSITIF;1
Aplikasi makin besar, bisakan gak memaksa untuk update supaya aplikasi tetap bisa dibuka? Gak loading dan semoga selalu memberikan kelancaran bagi semua penggunanya. Pertahankan pembaruan sebelumnya yg sudah bagus.;4;POSITIF;1
Sangat membantu banget Tapi seringnya, meskipun ada driver yang posisinya dekat, malah dipanggilkan driver yg jauh (buang waktu 5 menit lebih untuk menunggu);4;POSITIF;1
Ok, sangat membantu dan drivernya tepat waktu bisa diandalkan saat kelaparan dan butuh transport dadakan ????;4;POSITIF;1
Tolong adakan fitur Kritik dan saran (ulasan) langsung kepada toko yang cust beli setelah driver mengantar makanan. Karena saya mau memberi saran kepada toko tapi tidak ada muncul di home maupun di riwayatnya.;4;POSITIF;1
Sekarang kalau gofood promo resto tidak bisa terpasang otomatis, jadi tidak bisa digabungkan dengan voucer gofood Jatuhnya jadi lebih mahal;4;POSITIF;1
Sekarang gofood promo cuma bisa pilih 1 promo, bagusan dulu bisa otomatis kepake promo yang ada.lebih hemat;4;POSITIF;1
Sering aja kasih diskon..mantapp.... Kekurangan nyaaa titip map lokasi suka gak sesuai !! Pdhl udh di perbarui lho...tp tetep aj masih titik lokasi yg lama.;4;POSITIF;1
Aplikasi keluar terus, udah uninstall trs di install lagi tetap sama...;4;POSITIF;1
Aqun tiba2 anyeb 2 hr perporma dn rating bagus, nunggu orderan masuk sampe 3,5 jm , aneh on uda d area d jam rame tp amyeb , history da ratusan orderan d area nongkrong, tp aqun kaya d lock,padahal uda pk versi baru mau k mana aja tetep anyeb, tolong d perbaiki sistemnya,;4;POSITIF;1
Sy pengguna lama naek gojek tp kenapa sekarang gak ada potongan tarif malah harganya makin mahal skrg juga banyak aplikasi yg sm tapi tarifny lebih murah;4;POSITIF;1
Sangat memudahkan untuk belanja online, hanya sayang saat beli voucher buat gratis ongkir yg ditawarkan di wall gojek, dana terpotong, tapi gratis ongkir otomatis gak terpasang, dan tempat pengaduan kurang tidak ada;4;POSITIF;1
Terbantu, tapi kadang dapat driver yang cukup jauh dan posisi driver ngelag. Jadi cemas bisa sampe tepat waktu atau engga.;4;POSITIF;1
Sejauh ini aplikasi gojeg sdh cukup bagus dengan bbrp fitur-fiturnya yg sangat membantu user. Terus tingkatkan layanan terbaik dan tambahkan terus fitur baru yg inovatif buat Indonesia.;4;POSITIF;1
Tolong dong lokasi drivernya dioptimalin lagi, masa tiba2 udah sampe pdhal di map nya masih di restoran;4;POSITIF;1
sekarang kenapa promonya ga bisa kepasang langsung ya ,? pdahal itu sangat memudahkan saya dlm memesan mkanan ,, klo promonya harus d pasang sndiri itu kadang suka klupaan lngsung order , alhasil ga dpt promonya krna lngsng ke klik pesan .. dan klo promonya bsa k pasang langsung sya jd bisa pakai bersamaan dngn voucher lainya ,, kakak admin tolong d balikin lg dong kaya dlu lg .. Makasih;4;POSITIF;1
Good, banyak2in lgi promo gofoodnya, biar terus langganan sama gofood, suka deh;4;POSITIF;1
Hai min, kenapa akunku tidak bisa dimasukkan kode promo yaa, sama voucher ku yang udah ada pada hilang sedangkan masih ada masa berlakunya;4;POSITIF;1
Kalau nomer handphone sudah didaftarkan, tidak bisa dipakai lagi Bagaimana kalau nomer Hp ada tapi Hp yg dipakai rusak dan harus ganti Hp lain. Halo pembuat Aplikasi sudah dipikirkan sampai kesitu.;4;POSITIF;1
Saya kasih bintang 4 dulu ya... Kalau layanan lumayan cepat.. Cuma agak jauh lok pemesanan nya... Makasih..;4;POSITIF;1
Semuanya udah ok Tapi belum ada fitur untuk melihat rating kita sebagai customer tolong tambahin biar bisa liat...;4;POSITIF;1
tolong di perbaiki lagi QR nya biar pas lagi scen tidak terlalu lama;4;POSITIF;1
Untuk versi terbaru force close terus Terpaksa pake versi yang lama dan Alhamdulillah tidak force close lagi Solusi untuk yang force close terus coba pake versi yang sebelumnya;4;POSITIF;1
Bos ini gimana daftar gopay later koh ,pas foto KTPnya ,trs langsung nge close sendiri,,dicoba berulang ulang kali tetep ga bisa,,kembali ke awal terus,,gmn nih solusinya;4;POSITIF;1
Ini kenapa ya aku udh upgrade ke versi yang baru tpi aplikasi nya malah eror trus aku udah coba hapus cache trus hapus data juga ttp ya berhenti trus aplikasi nya eror ini ihh kesel;4;POSITIF;1
Gojek aku kenapa ya min, tutup paksa terus, mohon solusinya dong agar aplikasinya tidak kluar sndiri terus (kembali normal) terimakasih;4;POSITIF;1
Kenapa tiba tiba force close sudah di instal ulang tetap tidak bisa;4;POSITIF;1
Bagus karena driver nya tepat waktu sesuai tempat/titik dan sering agak terlambat bintang 4;4;POSITIF;1
Cepet dapet kendaraannya, kecuali kalo pagi agak sulit. Promonya juga jarang ada jadi harus bayar mahal;4;POSITIF;1
Tepat waktu, ramah, santun, dan mudah pengunaan nya, pelanggan, sering di kasi diskon dong. Terima kasih Dan, tambah sukses;4;POSITIF;1
Sangat membantu saat² tertentu. Selama ini aplikasi lancar titik koordinat akurat di samsung a50s.;4;POSITIF;1
setelah saya update , malah gk bisa masuk lewat akun fb saya, pdhal lewat aplikasi grab bisa , kenapa???;4;POSITIF;1
"Sudah tidak seperti dulu lagi banyak promo nya. Padahal udah sampai go club ke tahap ""juragan"" justru semakin tidak terasa banyak reward nya yang dulu masih tahap ""warga""??";4;POSITIF;1
(Sekarang diskonnya sedikit lebih gedean grab). Kembalikan promo gofood nya dong, yg promonya bisa di gabungin jadi lebih hemat. Masa aplikasi sebelah jadi lebih hemat, gojek jadinya lebih mahal. Terimakaaih;4;POSITIF;1
Bagus cuman vochernya kebanyakan harus pake gopay vocher pembayaran tunai nya sedikit;4;POSITIF;1
Menurun karena sekarang voucher gofood ga bisa digabungin kayak dulu :( dan hadiah anak sultan aku lebih suka yang lama.. 1 voucher diskon 100%, bukan yg dibagi 3 voucher gini. Selain itu juga kalo kelamaan scroll di gofood tuh hp jadi panas, ntah apa yang jalan di latar belakang, aplikasi sebelah ga gini, hp juga bukan hp kentang;4;POSITIF;1
Udah punya akun mau log in lama amat. Padal masukin no HP udh bener malah di suruh nunggu 60 menit. Udah mau pesen makan suruh nunggu 60 menit.;4;POSITIF;1
Voucher tidak otomatis terpasang dan voucher diskon tidak berfungsi (malah lebih mahal daripada voucher toko) mohon perbaikan kembali ke sistem lama;4;POSITIF;1
Setiap kali saya mau aktivasi gopaylater selalu close dengan sendirinya padahal sinyal bagus dan kuota masih banyak. Why?;4;POSITIF;1
Gojek sebenarnya udah bagus kok,cuma sekarang setelah diupdate kenapa ya kalo lokasi penjemputan kok jadi kejauhan dari lokasi saya sendiri,bahkan saat driver udah dekat tapi di apknya masih ditempat yang sama,mohon diperbaiki untuk kenyamanan pengguna sekaligus drivernya????;4;POSITIF;1
Daftar Goplus Harus Pake KTP, satu KTP satu Akun, sedangkan akun saya yang dulu sudah diupgrade ke plus hapenya hilang, pas mau nge upgrade pake yang baru tidak bisa karna KTP pernah dipakai, jadi susah buat bayar bayar gitu nya. Gimana caranya biar bisa diupgrade ke plus kalo KTP hanya satu?;4;POSITIF;1
sayang banget apl ini ga bisa ngasih notif kalo di chat driver ??;4;POSITIF;1
Aplikasi yg sangat membantu dalam apapun, banyak promo voucher, rekomendasi banget buat yg mager keluar rumah, pakai Gojek aja.;4;POSITIF;1
mobil + driverny beda. coba di sidak dulu driver* yg gk sesuai dgn fotony. ini saya sdh ke 3 kali selalu dpt driver + mobil berbeda.. di ketrangan perempuan pas dtg laki* mobilny beda juga.. ada oknum* driver tertentu yg bwk mobil gak jelas asal*an jalan berlubang di hantam bukan rem dlu. kita ini bayar, malahan byr juga lebih gk pernah pas...;4;POSITIF;1
Sekarang harga gojek kalah saing, entah apa sebabnya sebenarnya.. mudah-mudahan keluh kesah driver gojek sekarang beda Sma yg dulu... dunia kerja sesungguhnya yh di tingkat harga.. potongan untuk aplikasi dan pemerintah agar menjadi pertimbangan agar yg dlu baik tetap dipandang baik pengguna;4;POSITIF;1
Aplikasi bagus, tapi ketika transaksi bayar tagihan tidak bisa cetak struk yang bisa terhubung dengan mesin print thermal , bila ada atau ditambahin menu cetak struk sebagai bukti transaksi pasti itu akan lebih bagus lagi.;4;POSITIF;1
Bagus dalam pelayanan terutama layanan antar makanan, go ride bagus cepat, kecuali go car, kadang bagus kadang ga ada respon sama sekali, sampai saya terpaksa cancel berulang kali;4;POSITIF;1
Mau tanya gan ,, apa iya Alfamidi sudah ga ada di GoMart ? Soalnya di aplikasi saya sudah tak tersedia pilihan tokonya ? .. tolong pencerahannya gan !!;4;POSITIF;1
Di tempat ku knpa ya kak kok waktu bukak menu kayah contoh nya minuman atau cepat saji.restoran tidk di temukan/restoran yang kmu cari gk ada. gk cuma di cepat saji aja.tapi semuanya begitu itu knpa ya kk klo boleh tau?;4;POSITIF;1
Semakin sering dipakai semakin mahal tarifnya , bukannya semakin dibanyakin promo dan diskonnya;4;POSITIF;1
"Kalo bisa jngan buat customer menunggu lama, di google cuma 3 menit dtang sampe 6-7 menit. Kalo udah di cancel nnti customer yg di lapor. Saya in pengguna setia GO-JEK dulu"" Nggk pernah gitu";4;POSITIF;1
Kenapa yaa aku mau daftar terus masukin email nya gak bisa terus padahal udah bener email nya , tolong di perbaiki lagi!!!!!!!!!;4;POSITIF;1
Lebih selektif dalam memilih driver.. Kalau perlu tes psikologi. ????;4;POSITIF;1
Transfer via gojek mau bayar tagihan, udah 2 hari kepending di proses terus saldo g di kmbaliin, suruh ngepost buku tabungan dan mutasi terakhir gimna coba orang g ada buku tabungannya orang mau bayar tagihan saldo saya mendep 500rb tolong kmbaliin dong;4;POSITIF;1
Sangat membantu memudahkan terutama memesan makanan, ttlp harganya berbeda jauh, belum ongkir, belum administrasi. Jd saya maaf bintang nya tidak full.;4;POSITIF;1
Di tempat saya lokasi rumah tidak ditemukan sudah di update semua tetep begitu terus tapi aplikasi sebelah ok ok saja terlihat jelas alamat rumah saya .bikin keder driver nya dan suka kena teguran driver nya bikin saya aga kesinggung sama driver gegara lokasi yang acak adut bilang nya gitu;4;POSITIF;1
lumayan sih sering byk promo buat saya yg jajan cuma bisa ngandelin gofood. meski sekarang tarif nya mahaaal bgt menurut saya ya yg pake layanan go ride/go car.;4;POSITIF;1
Aplikasi ku ada apa yg ko gak bisa dapet jaringan padahal aku selalu online setiap hari Apa ada yg sabotase akun gojek ku;4;POSITIF;1
Aplikasi nya bagus enak dan ga ribet tapi kadang² saya ada kendala tuh yang saya liat di map Abang gojek nya masih jauh eh pas saya relog malah udh Deket;4;POSITIF;1
Bagus cuman sekarang saya buka sampai dihalaman menu, langsung keluar sendiri;4;POSITIF;1
Adakan fitur video call nya dong min, agar jika terjadi kesalahan alamat atau sedikit nyasar dr rumah bisa di arahkan dg videocall;4;POSITIF;1
Apknya kenapa sih? Ko jadi keluar mulu, udh diuninstal segala macem ttp aja ga bisa.. Ganti penilaian deh;4;POSITIF;1
Aplikasi nya bagus, mudahan banyak promo-promo terbaik;4;POSITIF;1
"Saya pengguna akun gojek sudah hampir 2tahun setiap hari transaksi ,kok saya belum dapat limit paylater seperti kawan"" lainnya ,";4;POSITIF;1
Diskonnya jangan cumn ketika top up gopay atau yg menggunakan gopay..harusnya tunai juga ..krna mahal bngt tunainya;4;POSITIF;1
Dah gabisa pake 2 promo di gofood, saatnya pindah~ Makasih buat layanan sebelumnya~;4;POSITIF;1
overall good tapi harganya makin naik aja .;4;POSITIF;1
Mau apa2 jadi gampang. Misalnya mau cari sesuatu tapi ga tau tempatnya dimana dan ga mau ribet nyari2 tempatnya/tempatnya jauh, tinggal order Gojek aja deh. Semua beres ??;4;POSITIF;1
Sulit menentukan titik antar khususnya saat memasukkan alamat diawal pengisian;4;POSITIF;1
Kepada aplikasi gojek kalo boleh kasih masukan, paylater nya bisa digunakan untuk transaksi ditempat .;4;POSITIF;1
Saya bingung kenapa gk bisa klaim kode promo nya tulisan nya anda tidak masuk katagori padahal saya member lama banget;4;POSITIF;1
Sebenarnya suka dan cocok bgt dgn aplikasi ini dibandingkan aplikasi sebelah. Sekian thn pakai tidak pernah kecewa, tp sudah sebulan ini sering bermasalah, titik antar/ titik jemput sering tidak sesuai. Jd bikin cekcok antara driver dan customer. Driver merasa dirugikan dan customer jg jd bingung, pesanan/jemputan sering salah alamat;4;POSITIF;1
Untuk saat ini apk sangat membantu.;4;POSITIF;1
Minta bantuan nya dong...saya gak bisa beli paket internet dan pulsa di sini...padahal udah ada saldo dan juga sudah daftar di prem... Pembelian pulsa selalu di tolak...;4;POSITIF;1
Semoga tetep Istiqomah dalam memberikan diskon pada setiap perjalanan jauh ataupun dekat. :);4;POSITIF;1
Aplikasinya bagusss, tapi kenapa oi ga dibuka ni apk tapi muncul iklan, ganggu banget! ada solusi?;4;POSITIF;1
Aplikasi sudah sangat membantu namun khususnya di gofood terkadang driver menolak pesanan. Alasan gangguan cuaca;4;POSITIF;1
Dulu saya selalu dapat voucher gofood 30% tapi setelah saya update gojek saya sudah tidak pernah dapat voucher gofood.. kira2 masalahnya apa?;4;POSITIF;1
Bagus sih,cuma metode pembayaran nya kurang,Tambahin dong pembayaran melalui Dana;4;POSITIF;1
Biaya aplikasi dan biaya lainnya menurut saya cukup 1000 s/d 2000 , jd terasa besar sekali setelah di tambah ongkir..;4;POSITIF;1
bagus sih tapi nggak tahu kenapa kalo mau lihat2 di ulang dari awal lagi tapi nggak papa kok bagus aplikasi nya semangat terus kak;4;POSITIF;1
Udah bagus, walaupun waktu itu sempat keblok gatau kenapa cuma udah ga diblok;4;POSITIF;1
Kupon diskon restoran favorit saya error dan tak bisa digunakan...;4;POSITIF;1
Just saran untuk Gojek, agar supaya GOPAY COIN nya bisa di gunakan untuk seluruh pembayaran seperti Ovopoint milik OVO. Tidak hanya di tokopedia dan Gojek saja. Tetapi untuk pembayaran seluruh merchant dan marketplace (seperti Ovopoin yg bisa di gunakan untuk pembayaran di luar aplikasi OVO);4;POSITIF;1
bikin cepet tiba rumah walaupun harga lumayan;4;POSITIF;1
